time,phase,p,q
1672550760,A,-241262.16664277218,726162.4038111038
1672550760,B,-349727.48396741116,-331950.2940248901
1672550760,C,-609689.129051518,71587.39834835437
1672550820,A,-254038.20287345012,722537.7254030143
1672550820,B,-340981.6791969445,-341525.09064105724
1672550820,C,-611609.9920922581,58847.42942775931
1672550880,A,-360507.63409529533,682546.1281728785
1672550880,B,-256529.40008858577,-413028.7646392619
1672550880,C,-617046.1141879349,-51383.84395463294
1672550940,A,-323064.0835647252,698616.6468059921
1672550940,B,-288825.3658110299,-389471.7183881747
1672550940,C,-617319.8482022872,-11722.122474676924
1672551000,A,-328864.36414133693,696265.4978642509
1672551000,B,-284045.3240728709,-393211.93223580805
1672551000,C,-617431.8226330861,-17784.941699680458
1672551060,A,-480222.20435297745,613693.5133107132
1672551060,B,-135741.14966735154,-471472.0273470323
1672551060,C,-597352.6258407478,-183799.63387055154
1672551120,A,-578313.3076397674,532528.6724619411
1672551120,B,-13841.422137679048,-494589.134757057
1672551120,C,-554681.9837227201,-299673.67985220195
1672551180,A,-644798.0614519268,459089.7343088095
1672551180,B,82542.78894379083,-491142.0613031791
1672551180,C,-506405.644459359,-382656.7181057903
1672551240,A,-684092.6519106289,405373.2920209251
1672551240,B,146139.06711401543,-478407.97337824525
1672551240,C,-467217.0766977483,-433885.951447782
1672551300,A,-620602.2228845147,488008.0163540055
1672551300,B,46027.83326734885,-494662.41252147756
1672551300,C,-526255.4591755026,-351964.8383682149
1672551360,A,-486551.28721362376,609275.8285014249
1672551360,B,-128335.93582661192,-473834.07053855684
1672551360,C,-595448.836050868,-191096.56704097224
1672551420,A,-485166.481059258,610318.2342166346
1672551420,B,-129702.61298559121,-473438.2808286008
1672551420,C,-595895.7390760278,-189597.27192238963
1672551480,A,-501564.1152079738,598364.0053134018
1672551480,B,-110595.54237716548,-478950.757994006
1672551480,C,-590468.4171204544,-208541.1795470434
1672551540,A,-530207.3897134966,575838.1021495421
1672551540,B,-75843.41525581742,-486880.31544256816
1672551540,C,-579233.1259138176,-242088.81507238204
1672551600,A,-448732.0564864093,634732.0026836124
1672551600,B,-169845.62582331928,-459071.3329260111
1672551600,C,-605619.7955914959,-148201.5776179958
1672551660,A,-399898.25365972385,663043.2847934106
1672551660,B,-219598.43937882976,-435417.98018331465
1672551660,C,-613929.6773538291,-94039.38944750883
1672551720,A,-361565.2543036864,682110.4589771102
1672551720,B,-255383.41992421838,-413823.45912070735
1672551720,C,-617040.6314103518,-52581.17552485869
1672551780,A,-421082.29950841056,651341.3378689811
1672551780,B,-198593.69352537623,-446245.465334867
1672551780,C,-610946.8921879022,-117362.91615393272
1672551840,A,-408765.5218819112,658249.6079044006
1672551840,B,-210912.79317754612,-440051.41060107516
1672551840,C,-612792.0573288519,-103779.01226331177
1672551900,A,-357901.7417569313,683796.7217265294
1672551900,B,-258656.47618657237,-411632.6074328397
1672551900,C,-617190.77432223,-48665.361869650376
1672551960,A,-349179.17165428173,687719.4355286579
1672551960,B,-266344.0158418372,-406333.7501387559
1672551960,C,-617446.7383443183,-39393.16928739764
1672552020,A,-391528.55413914536,667433.407347752
1672552020,B,-227650.7575545551,-430918.40890816785
1672552020,C,-614852.8742238452,-84919.83919482358
1672552080,A,-347816.44686566066,688320.4809261018
1672552080,B,-267534.0633987247,-405493.85888726765
1672552080,C,-617475.2255123147,-37933.90206994662
1672552140,A,-381306.8520358064,672620.2833561029
1672552140,B,-237307.47517539666,-425254.12610849563
1672552140,C,-615798.6269037118,-73794.06472643942
1672552200,A,-319277.0037514427,700203.3144856803
1672552200,B,-291618.72765313927,-387293.9616977758
1672552200,C,-617284.2358044705,-7903.030653351694
1672552260,A,-354414.93518377293,685380.2798084397
1672552260,B,-261747.63586087615,-409528.03202801157
1672552260,C,-617312.5828998288,-44924.4927283626
1672552320,A,-414986.5991216002,654789.7876885223
1672552320,B,-204755.32779729445,-443197.90424274554
1672552320,C,-611896.0234147469,-110615.8063155501
1672552380,A,-360796.9477028703,682445.0597740858
1672552380,B,-256151.28773755758,-413300.48952246807
1672552380,C,-617059.2370462961,-51725.01361991003
1672552440,A,-291201.34944504645,710616.0474414745
1672552440,B,-313827.71525659866,-368270.07630045543
1672552440,C,-615710.897075991,21146.263068221277
1672552500,A,-280189.85175862384,714365.8835900848
1672552500,B,-322137.1297829776,-360526.3912606996
1672552500,C,-614731.9758028532,32389.10442533882
1672552560,A,-408021.0341306081,658658.0629291908
1672552560,B,-211644.2175100025,-439669.85604223906
1672552560,C,-612892.9188058448,-102965.40960647726
1672552620,A,-535614.7443832736,571334.6294012049
1672552620,B,-69080.67499596946,-488117.9222929111
1672552620,C,-576826.1306360253,-248531.44270960512
1672552680,A,-573168.0369638054,537658.2882895623
1672552680,B,-20256.014076105945,-494216.4394575938
1672552680,C,-557712.9420550768,-293565.0401412445
1672552740,A,-555212.925779862,554301.4708246067
1672552740,B,-44027.246657059004,-491863.5379728392
1672552740,C,-567420.0870380733,-271904.34084897785
1672552800,A,-586203.7620784902,524901.8830955268
1672552800,B,-2490.2813368339166,-495223.0051176121
1672552800,C,-549952.31177007,-309463.20294545963
1672552860,A,-620709.0675827663,488059.133752813
1672552860,B,46703.0661820824,-494684.1320777057
1672552860,C,-526195.4326067846,-352251.68743106304
1672552920,A,-558830.2543147154,550970.011655156
1672552920,B,-39516.23598575787,-492374.5749004221
1672552920,C,-565549.1939451492,-276159.7717578483
1672552980,A,-586764.4180393207,524221.32391947374
1672552980,B,-2102.942271792655,-495192.21928411565
1672552980,C,-549579.3891287595,-310039.77261802676
1672553040,A,-644701.7587300452,459255.6704210878
1672553040,B,82516.80209419524,-491161.06706054654
1672553040,C,-506499.41995944467,-382563.5818660952
1672553100,A,-614049.6963938094,495300.96753285243
1672553100,B,36209.62834801553,-495119.32594993873
1672553100,C,-531131.2942966393,-343699.9125016793
1672553160,A,-700769.5395501694,379251.85281834786
1672553160,B,174692.11907671142,-469779.3194097521
1672553160,C,-447296.3996380643,-456194.3619614579
1672553220,A,-693501.1476501384,390877.1790020888
1672553220,B,162020.3360416688,-473826.93361833977
1672553220,C,-456250.8055658076,-446401.2944895877
1672553280,A,-680199.897717084,411019.323548039
1672553280,B,139312.58158874407,-480153.92313553503
1672553280,C,-471518.9646152535,-428671.22529559355
1672553340,A,-676312.6266642632,416587.98998500936
1672553340,B,132631.10652051473,-481774.1428792457
1672553340,C,-475732.815464411,-423480.87696303823
1672553400,A,-766339.8671821457,246617.725369043
1672553400,B,303525.0002643045,-405098.26065429207
1672553400,C,-338528.845054549,-549528.8154534239
1672553460,A,-796815.7079890579,149650.5049297873
1672553460,B,378950.71704663563,-340794.9703860501
1672553460,C,-253217.5925435353,-598610.3880318801
1672553520,A,-716222.5763149884,353228.38805222086
1672553520,B,202969.3941663223,-459462.50410606834
1672553520,C,-426768.5091796867,-477370.5267861026
1672553580,A,-756992.0755460368,269839.6916306341
1672553580,B,283143.0058723872,-418576.24969319795
1672553580,C,-358328.768383146,-535493.9465778238
1672553640,A,-766372.6999031465,246475.91371455943
1672553640,B,303538.7753287918,-405075.5554374919
1672553640,C,-338477.3317287358,-549546.584782019
1672553700,A,-732288.4750148896,322991.70341512107
1672553700,B,232880.53754112846,-446237.1027063441
1672553700,C,-402559.9848086292,-499730.68544505694
1672553760,A,-750725.3377883084,284203.27060815674
1672553760,B,269788.88877261255,-426632.3648795777
1672553760,C,-370502.43615008844,-526232.9952352138
1672553820,A,-657025.4921474077,443324.8451870061
1672553820,B,101635.73002469016,-488204.5275553024
1672553820,C,-495238.72159703675,-398350.13093500544
1672553880,A,-709424.0334735375,364872.59945113026
1672553880,B,190231.7498334106,-464323.65950619034
1672553880,C,-436048.63731870864,-467984.97025821847
1672553940,A,-684210.9891039642,404997.9382697896
1672553940,B,145887.3958430167,-478413.34960697696
1672553940,C,-467056.28597565775,-433929.3117266192
1672554000,A,-589376.3619166844,521394.54340667726
1672554000,B,884.0710538060346,-495222.73138932546
1672554000,C,-547914.07399301,-313048.17996898224
1672554060,A,-669196.5176802907,426690.6223539563
1672554060,B,120952.61030854315,-484425.7909977386
1672554060,C,-483188.1094690794,-414147.8287999996
1672554120,A,-650868.3715525276,451188.10887072416
1672554120,B,91489.03004655054,-489799.4027598129
1672554120,C,-500914.3428707449,-390333.3965076144
1672554180,A,-574725.7269027701,535887.8294764502
1672554180,B,-19087.127873227702,-494193.4975848774
1672554180,C,-556764.0163865297,-295171.47874038166
1672554240,A,-543970.2753594042,564032.7743407395
1672554240,B,-59145.06334075952,-489686.3205005264
1672554240,C,-572924.1402355003,-258246.54762512963
1672554300,A,-504155.7469881257,596190.2183020528
1672554300,B,-108354.89200794231,-479442.54346751946
1672554300,C,-589463.3635337853,-211294.2066641927
1672554360,A,-533601.402968841,572828.9581061797
1672554360,B,-72297.1999158009,-487459.8306204328
1672554360,C,-577674.9137335108,-245920.0980033224
1672554420,A,-521048.985747083,582995.7253396307
1672554420,B,-88176.26328394326,-484246.3607986471
1672554420,C,-582972.5349726615,-231012.60299714474
1672554480,A,-537640.8847738346,569213.8326239416
1672554480,B,-68006.98602898553,-488131.8646235858
1672554480,C,-575805.8897951789,-250450.3461298109
1672554540,A,-579683.4524124913,530906.3088535506
1672554540,B,-12920.69932387675,-494534.12486946787
1672554540,C,-553810.8211447621,-301065.8368188964
1672554600,A,-583776.8761067247,526841.1279095672
1672554600,B,-7409.659826454793,-494822.3444675676
1672554600,C,-551344.4966453771,-306033.74916870863
1672554660,A,-622832.833403845,485150.78339023935
1672554660,B,48421.59221496521,-494404.61757341295
1672554660,C,-524477.1903062565,-354544.39151856356
1672554720,A,-596977.1792456602,513500.8035602953
1672554720,B,11253.364042952728,-495413.1597100852
1672554720,C,-542980.4707801787,-322347.97028790874
1672554780,A,-662703.6618328027,435628.761316967
1672554780,B,110463.7865548699,-486559.30961485906
1672554780,C,-489710.3824349607,-405681.7872077118
1672554840,A,-542835.9829333493,564986.2452184488
1672554840,B,-60684.46734326229,-489434.78313831013
1672554840,C,-573460.5500056271,-256852.9241706837
1672554900,A,-556415.6407219796,553157.9001043434
1672554900,B,-42672.27127974605,-492004.1946914869
1672554900,C,-566805.3729429871,-273250.6054730356
1672554960,A,-605874.8255131234,504483.3939110757
1672554960,B,25167.561677920774,-495521.7020695827
1672554960,C,-537013.2357911338,-333732.03094080946
1672555020,A,-607718.5293534419,502491.68129268993
1672555020,B,27799.270893784487,-495469.8749762105
1672555020,C,-535721.3597447774,-336020.70606927807
1672555080,A,-537475.7365204231,569764.8095736942
1672555080,B,-66748.83265248277,-488522.1309462143
1672555080,C,-575996.2713608121,-250710.6884725126
1672555140,A,-608699.3063588584,501428.47475976916
1672555140,B,29226.47395282933,-495435.9470356036
1672555140,C,-535025.0325407267,-337247.3006762173
1672555200,A,-686783.8358821123,401586.22970028064
1672555200,B,151290.8426088631,-477075.65636792866
1672555200,C,-464201.00029279164,-437604.7968970224
1672555260,A,-746677.3945598232,293765.4877269382
1672555260,B,262222.7406672448,-431124.40067565336
1672555260,C,-378168.2841032827,-520471.74783318496
1672555320,A,-748741.1396643419,289230.7613910489
1672555320,B,266439.61891786114,-428727.5264834789
1672555320,C,-374403.2483009164,-523456.02525505156
1672555380,A,-738333.8442344661,311381.07810883306
1672555380,B,245486.73446570238,-440121.4591683529
1672555380,C,-392744.8585111244,-508480.6304058639
1672555440,A,-767446.843386969,244218.6503886553
1672555440,B,306463.2786636803,-403154.0690654829
1672555440,C,-336241.9823358933,-551264.4060069182
1672555500,A,-749183.1368281384,288249.72780529613
1672555500,B,267346.8684109472,-428204.8242968278
1672555500,C,-373584.96724415687,-524098.3328756657
1672555560,A,-765810.4437551243,248481.55986765065
1672555560,B,302817.8699749938,-405707.6517654124
1672555560,C,-339903.24169787875,-548777.681711166
1672555620,A,-729569.7838525021,328782.24796781375
1672555620,B,228428.47758467818,-448480.4322863484
1672555620,C,-406991.17226316105,-496047.0071028777
1672555680,A,-719664.1688198079,347236.81250278954
1672555680,B,209658.88571768958,-456771.0669744174
1672555680,C,-421856.38333501184,-482225.1634766294
1672555740,A,-690140.8684996673,396416.75085530157
1672555740,B,156920.17185166854,-475449.0194793889
1672555740,C,-460314.6288786792,-442043.3029900805
1672555800,A,-689426.520330717,397561.9487039557
1672555800,B,155804.43339245868,-475788.91311378364
1672555800,C,-461154.1803865236,-441118.39517293294
1672555860,A,-719973.509329833,346716.95335284044
1672555860,B,210306.32883928862,-456511.3420005428
1672555860,C,-421426.87141523435,-482660.81747687503
1672555920,A,-735579.290985431,316964.08236355876
1672555920,B,240068.9664312888,-442862.8742389616
1672555920,C,-397369.99973750825,-504527.9872980613
1672555980,A,-671310.0218474168,424144.46977376443
1672555980,B,125413.37155479503,-483584.3858082894
1672555980,C,-481104.5638364415,-417134.29919701477
1672556040,A,-717796.4663426337,350638.67018443684
1672556040,B,206268.18605328666,-458186.05292862136
1672556040,C,-424555.24892996036,-479649.2819643018
1672556100,A,-722792.390149817,341560.69695717224
1672556100,B,215572.93421402987,-454265.0189519121
1672556100,C,-417307.42772247933,-486566.0346225254
1672556160,A,-795676.1852451869,154810.9638444025
1672556160,B,375963.72564374225,-343979.7592123182
1672556160,C,-257624.89257229347,-596621.5205535761
1672556220,A,-809243.4345359509,90447.18963333927
1672556220,B,417855.6143741931,-295549.41858218645
1672556220,C,-199140.22736416163,-621677.7014229561
1672556280,A,-808671.0658052986,93557.0945325029
1672556280,B,415835.9401470376,-298149.7516680528
1672556280,C,-202064.90100229147,-620545.3529658717
1672556340,A,-794732.425040287,158313.1490676648
1672556340,B,373280.74497159355,-346658.71329171764
1672556340,C,-260869.63656851306,-594986.4235379335
1672556400,A,-799728.6820309208,137752.76959491015
1672556400,B,387425.61116199795,-331850.66624925035
1672556400,C,-242413.03123573223,-603729.2348371161
1672556460,A,-775660.7364190876,220934.8769916643
1672556460,B,324716.9567891391,-389466.9271469338
1672556460,C,-316451.935837414,-563858.7888727017
1672556520,A,-779014.6235712963,210672.49556688132
1672556520,B,332440.15575805126,-383266.4258698736
1672556520,C,-307659.9430545784,-569122.0241757986
1672556580,A,-781990.4588059363,201488.29139904768
1672556580,B,339677.0039259974,-377300.8055052597
1672556580,C,-299622.8374016789,-573870.0533390013
1672556640,A,-766015.5017852058,246923.4424644995
1672556640,B,302279.94435109297,-405835.23205394467
1672556640,C,-339082.6252057542,-548951.6619381945
1672556700,A,-764372.7623630236,251118.47826676772
1672556700,B,298595.3267704803,-408353.7632134056
1672556700,C,-342682.65711082786,-546461.5995805226
1672556760,A,-730268.2219501317,325555.7122759138
1672556760,B,226785.58458218572,-448727.3449875843
1672556760,C,-405416.1323921247,-496460.49554606754
1672556820,A,-698711.0001195025,380713.9213927505
1672556820,B,167203.80273047485,-471648.901704651
1672556820,C,-449515.05886001606,-452546.760541236
1672556880,A,-724233.992549946,336189.80016407603
1672556880,B,213741.33988041582,-454298.83818646386
1672556880,C,-414489.41104466614,-487691.3055815555
1672556940,A,-705874.3397489641,368032.49792901886
1672556940,B,178280.95384468103,-467742.7530833623
1672556940,C,-440160.31880342,-461942.17155960173
1672557000,A,-794813.8291107863,145885.66082471455
1672557000,B,369349.3979519912,-348315.92668158136
1672557000,C,-254047.34042780314,-595484.9416053932
1672557060,A,-797536.6270490368,126138.97890405108
1672557060,B,375667.4303125653,-340584.3520285092
1672557060,C,-238924.81495592894,-600869.6476593211
1672557120,A,-784925.9886430271,172510.01476723343
1672557120,B,336500.0489632175,-376067.9872623281
1672557120,C,-281991.6791188104,-578364.8625431312
1672557180,A,-802091.7670713103,98993.16427525344
1672557180,B,390648.42688276427,-323821.1514423684
1672557180,C,-215507.12072437626,-610137.5408874648
1672557240,A,-791253.7984788101,150785.4369195589
1672557240,B,355623.6353344881,-359702.87714161735
1672557240,C,-261856.8461553241,-589445.436493225
1672557300,A,-790663.0262820069,146953.39614574934
1672557300,B,351711.31650305574,-362178.7176768444
1672557300,C,-260640.1929739554,-588610.2906214638
1672557360,A,-754176.6379626375,251129.46490240624
1672557360,B,248473.17221678296,-432520.4461884884
1672557360,C,-355419.7088932526,-527238.4568279881
1672557420,A,-762055.0891580366,218778.87748879823
1672557420,B,257062.6982447439,-425441.80780810554
1672557420,C,-333347.1848218708,-538831.1688597349
1672557480,A,-731208.8357940501,284577.98046038277
1672557480,B,169800.50612280937,-461323.39680457185
1672557480,C,-393081.6041428397,-487769.8497584271
1672557540,A,-759815.0707829691,197513.59558813795
1672557540,B,228113.7453271759,-435068.47669919004
1672557540,C,-327414.16925186274,-533611.5601952296
1672557600,A,-746014.7786448527,222606.88148220975
1672557600,B,175534.2356676775,-453891.02143367095
1672557600,C,-354978.86529259855,-508416.0419584441
1672557660,A,-776921.3439851678,84576.55410551722
1672557660,B,275031.74459882494,-402907.1067100893
1672557660,C,-243599.24233328644,-571962.9053237452
1672557720,A,-753782.2603285972,167701.120529639
1672557720,B,174632.8548985146,-448869.8289761903
1672557720,C,-321929.5618258771,-522376.17675774725
1672557780,A,-730331.5399478741,227427.08013070317
1672557780,B,91933.5872811436,-467823.31056835956
1672557780,C,-375382.5089327424,-477326.1691827911
1672557840,A,-743309.0897104745,180914.9945954782
1672557840,B,123857.43511648834,-460107.74653076386
1672557840,C,-341314.9241507562,-501837.76214561035
1672557900,A,-747857.6175965943,160536.83303663103
1672557900,B,136613.5916229394,-456238.77180608036
1672557900,C,-326229.0270673405,-511426.3940786039
1672557960,A,-767491.9642170747,69850.31916612855
1672557960,B,226055.82315686415,-423215.4875463366
1672557960,C,-247771.22757100497,-558807.428098599
1672558020,A,-762997.2830537325,5350.606612194101
1672558020,B,222313.27373979668,-418361.1344401068
1672558020,C,-207101.31087430505,-566819.6340523789
1672558080,A,-712556.2401683442,-199615.95964354437
1672558080,B,218252.2281040998,-399768.36426724726
1672558080,C,-68010.05964080353,-575864.1573901582
1672558140,A,-551978.5193203815,-440100.95587794227
1672558140,B,191149.38185801532,-383678.524605909
1672558140,C,113530.59737438629,-533362.8485594507
1672558200,A,177087.3717894132,-622133.7010503738
1672558200,B,273978.17317298934,-263644.34154956375
1672558200,C,470302.46612235665,-111173.81705583364
1672558260,A,569388.9519653063,64949.46898966767
1672558260,B,245783.93984169542,-206972.9265603549
1672558260,C,164555.83531159436,373348.6505106671
1672558320,A,113275.6538926715,521870.48787234386
1672558320,B,279609.092014162,-71460.56046469882
1672558320,C,-308636.0029460341,197989.7347466976
1672558380,A,-308942.8590859191,409414.94503170555
1672558380,B,266551.77143079584,45389.27604198315
1672558380,C,-304081.9875213622,-160646.8401328969
1672558440,A,-469897.2285899116,144963.81645679256
1672558440,B,246058.4649279954,60273.17590238954
1672558440,C,-100936.93040049475,-306222.61937623384
1672558500,A,-427728.59366679937,-211842.53101916425
1672558500,B,185847.193100115,152639.09954742307
1672558500,C,198219.3145081433,-233905.8729867767
1672558560,A,26929.564859489292,-456651.9414828862
1672558560,B,28296.03607176425,220776.57231955745
1672558560,C,199475.142486978,203155.91452559613
1672558620,A,432172.12126480165,-16293.184147631522
1672558620,B,-141116.86022128866,142411.30945036566
1672558620,C,-256598.46935866354,25900.658970693832
1672558680,A,121174.11968642856,383869.69818850927
1672558680,B,-153027.6087998879,87398.40712542502
1672558680,C,105395.00312501781,-202374.73806590665
1672558740,A,-302579.398424274,229010.39465931174
1672558740,B,-155779.6680821523,20781.939328848268
1672558740,C,84620.97789158113,186949.50005585613
1672558800,A,-320470.10879584687,200388.9012922951
1672558800,B,-155131.6260141756,15430.670180882682
1672558800,C,51368.549265338275,197122.0955882869
1672558860,A,-181147.34424954758,-419060.82371739444
1672558860,B,161114.50969652,155247.02268142608
1672558860,C,284716.0152275097,23066.929285829825
1672558920,A,573131.126642368,-2338.1218853803002
1672558920,B,215347.61081518116,-239237.62843856297
1672558920,C,218278.19907246175,345454.49021858524
1672558980,A,-452298.15987150604,-507759.0419093678
1672558980,B,100244.62158924963,-396544.4944623816
1672558980,C,155066.93384388447,-496287.9659800609
1672559040,A,-679183.0842938545,-152229.5682743477
1672559040,B,-77544.05449654532,-416641.1028114655
1672559040,C,-179324.69377463564,-508042.60785538005
1672559100,A,-482358.4507944475,-462571.3367905329
1672559100,B,-13427.21318279652,-400752.34466647264
1672559100,C,83317.72860118058,-502616.1241974104
1672559160,A,-227402.57702408877,-616758.1459292694
1672559160,B,108578.00712833839,-375449.18787031766
1672559160,C,297227.8356790814,-397831.9936542749
1672559220,A,-496798.83565623325,-445960.1925382765
1672559220,B,-32857.917759992975,-399276.63255209324
1672559220,C,62637.12819568639,-505131.5795379697
1672559280,A,-615033.6155727531,-287322.0295303227
1672559280,B,-89322.2239756562,-400383.82016160386
1672559280,C,-85756.55757004752,-514176.37743701745
1672559340,A,-692002.4024199024,47456.10455778699
1672559340,B,-216277.0100092408,-364142.34290279576
1672559340,C,-335547.93137885904,-420862.237892374
1672559400,A,-617656.5658706059,366885.6738185147
1672559400,B,-276233.2297653727,-347630.1326631655
1672559400,C,-500772.90006495634,-260798.18615775584
1672559460,A,-642868.0826031636,353614.28492110234
1672559460,B,-186814.62484766525,-414910.3486357894
1672559460,C,-485764.1008890167,-314950.3606240388
1672559520,A,-570719.7836339754,461801.26470940345
1672559520,B,-260242.49416178404,-374814.7125539155
1672559520,C,-538386.454159102,-217074.86174715852
1672559580,A,-542938.1857371844,497084.7920338916
1672559580,B,-275580.2198120241,-365901.65366497537
1672559580,C,-552399.2853016014,-185671.44146948846
1672559640,A,-512705.72119938344,527421.5454370006
1672559640,B,-300338.8360092492,-345730.5332881278
1672559640,C,-563205.1219965642,-149094.84718823756
1672559700,A,-517075.1194544244,524187.23273194843
1672559700,B,-294442.50605399266,-351428.41107183136
1672559700,C,-562203.878667167,-155336.22926451915
1672559760,A,-483360.3151721284,552743.4227891075
1672559760,B,-324430.727201239,-322301.4684882971
1672559760,C,-570506.6991699344,-113710.85399820303
1672559820,A,-540479.8018952658,503493.6994622263
1672559820,B,-267515.6978913694,-374187.5221480461
1672559820,C,-554715.6733933566,-186551.1346489038
1672559880,A,-434483.2012652129,587882.3115359028
1672559880,B,-362423.2301956167,-275678.53257864225
1672559880,C,-576536.946932696,-54942.5736492658
1672559940,A,-431828.46802613855,588712.251723172
1672559940,B,-366335.94012061966,-269369.86931358575
1672559940,C,-576088.9388865823,-50613.49265589644
1672560000,A,-402495.9781508932,605573.6220841666
1672560000,B,-387481.80431860493,-234227.9553298463
1672560000,C,-575579.3135361179,-14780.474891055796
1672560060,A,-463964.004643342,563308.5652996585
1672560060,B,-350499.1204737687,-288829.77712560934
1672560060,C,-571389.5349794036,-84717.92944884728
1672560120,A,-513347.02714465995,521311.18082224997
1672560120,B,-314022.5590425544,-329346.65314264887
1672560120,C,-560718.7953818552,-143669.9388661971
1672560180,A,-474750.0258805598,550583.7341387294
1672560180,B,-352937.8522246835,-282404.54026370577
1672560180,C,-567423.1743600573,-92063.10147825007
1672560240,A,-418921.54350498645,587144.8265388933
1672560240,B,-394139.22969424626,-213609.29925842595
1672560240,C,-569557.4268451938,-21729.63962513413
1672560300,A,-321960.06545078347,636436.3574895699
1672560300,B,-432499.30775276275,-96827.38097092026
1672560300,C,-556121.4853621409,89446.64659198122
1672560360,A,-347666.23264903453,622154.8375745083
1672560360,B,-428146.79190518893,-112176.60918116593
1672560360,C,-558662.3404736363,65597.49142755795
1672560420,A,-271047.5485580184,652032.92517379
1672560420,B,-438087.30302215676,-15887.028330419265
1672560420,C,-536676.6995417128,148893.85920668024
1672560480,A,-199663.57202363052,671040.5712184126
1672560480,B,-428558.5614248336,71653.29485578708
1672560480,C,-505933.4116689759,220412.34158853642
1672560540,A,-219496.89599306605,664088.0420543354
1672560540,B,-429323.74746237,62464.43873269389
1672560540,C,-511435.89303058834,205060.07785835624
1672560600,A,-269075.4049174518,646880.5512296106
1672560600,B,-433852.5270447872,20334.004106470205
1672560600,C,-527934.3628315507,160129.43533699692
1672560660,A,-214952.6668362066,661890.9167632487
1672560660,B,-422354.2992014447,87391.8689329836
1672560660,C,-503880.73967046343,214668.0105873255
1672560720,A,-213801.2404780625,660460.564994449
1672560720,B,-418550.54544999934,98772.11353983478
1672560720,C,-500476.69944877946,218440.6196740663
1672560780,A,-390796.84955251944,584321.3250825342
1672560780,B,-426678.62520438863,-84885.19707168275
1672560780,C,-551310.5978718027,39377.19113960957
1672560840,A,-377132.74274098047,590164.6523529843
1672560840,B,-429318.4563541811,-58259.64107550252
1672560840,C,-547328.4984734994,57881.97891031426
1672560900,A,-365550.43235700094,594559.6304040859
1672560900,B,-430212.5193488903,-34133.91181076715
1672560900,C,-543186.8597675874,73782.38838451327
1672560960,A,-379689.9159094042,584932.7774562297
1672560960,B,-429014.1726980457,-41421.06371922474
1672560960,C,-544112.3419769076,60499.408106033625
1672561020,A,-347504.32468220405,600917.0150023161
1672561020,B,-428917.17388342676,3491.8510278026088
1672561020,C,-535808.6446354471,98215.33282430141
1672561080,A,-276909.3724858739,630822.1966647641
1672561080,B,-416458.039732299,88030.59665624768
1672561080,C,-511946.79920722195,173100.39164016314
1672561140,A,-385343.1321315651,577863.1946976032
1672561140,B,-427961.1234995496,-28305.355754899214
1672561140,C,-541454.0212677552,59605.40734412281
1672561200,A,-321849.27013384696,609988.4156553226
1672561200,B,-422805.219915792,50874.53237999378
1672561200,C,-524702.0856544983,130607.4104747348
1672561260,A,-359479.23549479205,590054.0251190416
1672561260,B,-426196.9823029907,14685.753463020035
1672561260,C,-533643.0673088066,92034.13662916652
1672561320,A,-528817.1444880597,460848.2092706799
1672561320,B,-388393.01379549823,-190428.84717092867
1672561320,C,-537333.6092572073,-115652.30936612931
1672561380,A,-619328.5346943432,343809.0935554035
1672561380,B,-308876.89241413993,-308463.7915222178
1672561380,C,-494231.2612527586,-252283.1599530146
1672561440,A,-484758.33644561464,498699.64373219927
1672561440,B,-412436.0320300312,-116697.22265146555
1672561440,C,-542011.0529285097,-51762.89825977771
1672561500,A,-491514.2884530507,490802.3804762901
1672561500,B,-411471.5899473508,-117465.62399748559
1672561500,C,-540392.7988949203,-58513.21386962897
1672561560,A,-459586.07212887524,515830.38140438654
1672561560,B,-420231.3650982931,-66617.4758283497
1672561560,C,-540160.451624418,-14653.895525023776
1672561620,A,-398436.33244579803,557515.1427212844
1672561620,B,-421457.25559312693,19754.583943182995
1672561620,C,-532054.4979567653,62140.62091135917
1672561680,A,-265449.14999002405,621204.6101328244
1672561680,B,-376846.15038614464,175974.49550752435
1672561680,C,-486072.1287919819,205496.4221231248
1672561740,A,-251272.242521234,624373.8179714759
1672561740,B,-363188.19941286434,199099.29868409765
1672561740,C,-476433.74396988907,221641.63503007818
1672561800,A,-201992.33471621742,637245.9418375172
1672561800,B,-325099.2659359065,251838.51925543632
1672561800,C,-447117.0310208886,268579.35838732606
1672561860,A,-227750.3417034237,628051.0563900376
1672561860,B,-333586.4006530615,239602.96892085753
1672561860,C,-457652.9063828494,248855.78923279012
1672561920,A,-245977.8036154332,620114.1074090207
1672561920,B,-336496.35807626805,234020.34282521962
1672561920,C,-463441.3454771648,235522.19928618087
1672561980,A,-329275.26741492277,583429.1732820278
1672561980,B,-376436.52583045216,165599.7979248757
1672561980,C,-497436.23487758986,157353.61367639352
1672562040,A,-329564.9593458884,580889.9443590364
1672562040,B,-369395.9177729753,177268.16035791044
1672562040,C,-494326.2254059252,160566.73765424002
1672562100,A,-279554.5440560815,600955.7104957072
1672562100,B,-330470.20397049584,236575.95103129212
1672562100,C,-468831.5255443759,214084.94349239062
1672562160,A,-262356.63323187677,605198.1187184126
1672562160,B,-307773.66853813315,262060.70802386504
1672562160,C,-456108.5565793675,233770.30358851035
1672562220,A,-132274.1733121964,636551.7058966499
1672562220,B,-183076.6265491981,353739.9610444985
1672562220,C,-369778.0270075717,343477.24246691144
