time,phase,p,q
1672552500,B,482310.812625,33584.061901
1672552500,C,607367.493465,100245.618527
1672552560,A,749465.10489,196503.59976699998
1672552560,B,486607.354112,36278.644345
1672552560,C,612794.444559,103549.86343199998
1672552620,A,756840.677614,201242.64411699996
1672552620,B,491413.43944,39294.748749
1672552620,C,618865.171923,107248.13261700002
1672552680,A,759257.257868,202796.572752
1672552680,B,492988.27027,40283.501853
1672552680,C,620854.66355,108460.339535
1672552740,A,758083.520574,202041.80089799996
1672552740,B,492223.36532900005,39803.229602
1672552740,C,619888.077315,107871.670648
1672552800,A,760132.6888410001,203359.61460300002
1672552800,B,493558.78503,40641.752145
1672552800,C,621575.3378799999,108899.58005499998
1672552860,A,762554.457975,204919.89468
1672552860,B,495136.480443,41634.512729
1672552860,C,623568.106882,110116.75920300001
1672552920,A,758275.516688,202181.719435
1672552920,B,492344.234441,39892.47691400001
1672552920,C,620040.577922,107980.516977
1672552980,A,760094.118407,203365.213082
1672552980,B,493525.758503,40645.813025
1672552980,C,621532.022435,108904.13524499998
1672553040,A,764262.337907,206056.32107600002
1672553040,B,496239.865858,42358.13905099999
1672553040,C,624959.824054,111003.49042699998
1672553100,A,761925.0428800001,204573.47606800002
1672553100,B,494711.106464,41415.036495
1672553100,C,623027.908296,109846.74386500001
1672553160,A,768893.6265,209075.361019
1672553160,B,499248.727339,44279.268937
1672553160,C,628758.4928779999,113358.38152699999
1672553220,A,768240.751493,208650.326103
1672553220,B,498824.397724,44008.778351999994
1672553220,C,628222.776252,113026.79656600002
1672553280,A,767064.723876,207895.393261
1672553280,B,498057.27077600005,43528.614978000005
1672553280,C,627253.381168,112438.201757
1672553340,A,766692.066093,207671.852093
1672553340,B,497810.135589,43386.680734999994
1672553340,C,626940.672792,112263.78602999999
1672553400,A,776152.5917860001,213738.73948800002
1672553400,B,503984.073593,47244.895228
1672553400,C,634740.904383,116994.36825600002
1672553460,A,781175.96515,216966.95057500002
1672553460,B,507261.900463,49297.283177
1672553460,C,638882.467018,119510.41422799998
1672553520,A,770469.745844,210051.049975
1672553520,B,500286.363631,44899.02006
1672553520,C,630072.214568,114118.29261799999
1672553580,A,774921.762243,212947.70255900003
1672553580,B,503181.118363,46741.851849
1672553580,C,633726.714331,116377.50897699999
1672553640,A,776140.18124,213737.94774099998
1672553640,B,503974.166573,47244.39841600001
1672553640,C,634729.0456,116993.126261
1672553700,A,772016.93407,211092.170849
1672553700,B,501283.354035,45561.99670300001
1672553700,C,631328.9563710002,114930.623396
1672553760,A,774099.363817,212438.712907
1672553760,B,502639.574848,46418.499045
1672553760,C,633041.616057,115980.743358
1672553820,A,765184.5664620001,206668.804965
1672553820,B,496836.0830590001,42747.96966100001
1672553820,C,625712.583344,111480.855857
1672553880,A,769727.282975,209605.30274099996
1672553880,B,499793.931438,44616.202426
1672553880,C,629447.689255,113771.494654
1672553940,A,767371.21543,208109.16654700003
1672553940,B,498252.795135,43664.831379
1672553940,C,627500.130994,112604.651019
1672554000,A,760148.138037,203449.19294699997
1672554000,B,493548.221865,40699.9749
1672554000,C,621558.211726,108969.65116700002
1672554060,A,766106.783639,207290.28577500003
1672554060,B,497429.876986,43143.926599
1672554060,C,626460.472442,111966.288546
1672554120,A,764609.009826,206333.246884
1672554120,B,496451.866126,42535.18784600001
1672554120,C,625224.311737,111220.048992
1672554180,A,759177.420572,202817.82719900002
1672554180,B,492917.42792100005,40298.148427
1672554180,C,620761.699027,108477.11641700001
1672554240,A,757241.338553,201549.46328100003
1672554240,B,491661.7887360001,39490.713942
1672554240,C,619176.697638,107487.519913
1672554300,A,754739.0200440001,199962.00946800003
1672554300,B,490025.672415,38480.8455
1672554300,C,617108.946042,106248.98792399999
1672554360,A,756578.4966629999,201127.946549
1672554360,B,491228.622758,39222.592775
1672554360,C,618629.123966,107158.79603200001
1672554420,A,755732.05046,200611.8869
1672554420,B,490669.744048,38894.647493000004
1672554420,C,617921.4009,106756.459128
1672554480,A,756676.7858559999,201251.95628699998
1672554480,B,491276.889994,39302.477856000005
1672554480,C,618687.3342330001,107255.68087500002
1672554540,A,759397.143907,203003.42762099998
1672554540,B,493049.092188,40417.048683
1672554540,C,620925.293049,108622.484838
1672554600,A,759655.380571,203176.568347
1672554600,B,493215.56468799995,40527.304341999996
1672554600,C,621135.432949,108757.453066
1672554660,A,762422.294885,204949.421047
1672554660,B,495020.626814,41655.197721
1672554660,C,623415.678465,110140.54911600001
1672554720,A,760619.070234,203773.054662
1672554720,B,493849.674198,40906.43351
1672554720,C,621937.636025,109222.62815
1672554780,A,765584.990479,206949.712429
1672554780,B,497091.00421899994,42927.18748700001
1672554780,C,626032.7040590001,111700.602552
1672554840,A,757151.611412,201498.88096599997
1672554840,B,491601.49687499995,39458.583363
1672554840,C,619100.461461,107447.874335
1672554900,A,758119.485704,202081.352647
1672554900,B,492242.552402,39828.63227000001
1672554900,C,619912.3792879999,107902.113637
1672554960,A,761495.479201,204236.22144100003
1672554960,B,494446.927043,41199.511127
1672554960,C,622697.154694,109583.472422
1672555020,A,761625.259672,204320.00521600002
1672555020,B,494531.5120350001,41252.63721300001
1672555020,C,622803.69374,109648.75418999999
1672555080,A,756956.677147,201317.39742799997
1672555080,B,491489.032985,39342.210699999996
1672555080,C,618961.200127,107306.04212799999
1672555140,A,761695.6799480001,204364.99705
1672555140,B,494577.40128299996,41281.455185
1672555140,C,622861.9052330002,109683.97452500001
1672555200,A,767822.36563,208308.30976400003
1672555200,B,498570.487782,43790.063438
1672555200,C,627905.871711,112759.670231
1672555260,A,773826.0024899999,212175.89686999994
1672555260,B,502483.788629,46249.937771
1672555260,C,632849.226812,115775.41814400001
1672555320,A,774068.874622,212332.53377399998
1672555320,B,502642.106708,46349.488401
1672555320,C,633049.6271459999,115897.24868199999
1672555380,A,772875.183459,211563.21075700002
1672555380,B,501863.99863600003,45860.24981600001
1672555380,C,632066.05097,115297.799746
1672555440,A,776451.933644,213868.654389
1672555440,B,504195.555907,47326.37716100001
1672555440,C,635011.7150679999,117094.99449
1672555500,A,774121.312305,212366.362305
1672555500,B,502676.289081,46370.982291
1672555500,C,633092.813496,115923.594528
1672555560,A,776228.4026609999,213724.561659
1672555560,B,504049.839721,47234.734647000005
1672555560,C,634827.714159,116982.60954100001
1672555620,A,771925.7065749998,210951.510187
1672555620,B,501245.09109500004,45471.157575000005
1672555620,C,631284.977389,114820.402742
1672555680,A,770887.879209,210289.794312
1672555680,B,500566.789353,45050.475927
1672555680,C,630427.0801020002,114304.912969
1672555740,A,768095.690702,208493.809506
1672555740,B,498746.214629,43908.12955
1672555740,C,628127.782711,112904.064988
1672555800,A,768055.63947,208458.54432699998
1672555800,B,498722.53223899996,43885.61444799999
1672555800,C,628098.307718,112876.625011
1672555860,A,770936.168647,210313.86946400002
1672555860,B,500600.08152,45065.682184
1672555860,C,630469.8351179999,114323.48713799998
1672555920,A,772571.576721,211367.645731
1672555920,B,501666.091677,45735.833551
1672555920,C,631817.3181160002,115144.61934400002
1672555980,A,766497.214346,207455.28946800003
1672555980,B,497706.781108,43247.335055
1672555980,C,626815.416678,112093.970932
1672556040,A,770718.10579,210173.37019
1672556040,B,500457.943332,44976.33432200001
1672556040,C,630290.218182,114213.98305
1672556100,A,771221.855456,210497.977716
1672556100,B,500786.298881,45182.743000999995
1672556100,C,630705.4339289999,114466.81130999999
1672556160,A,781055.913581,216837.926094
1672556160,B,507196.942619,49214.420044
1672556160,C,638802.902258,119409.69872799999
1672556220,A,784298.98304,218930.89232400001
1672556220,B,509311.281163,50544.952129
1672556220,C,641474.223707,121040.550676
1672556280,A,784104.5030500002,218819.44823000007
1672556280,B,509180.858563,50474.318264999994
1672556280,C,641308.7828670001,120953.72801200002
1672556340,A,780832.442937,216710.351946
1672556340,B,507047.021073,49133.455677000005
1672556340,C,638613.317324,119309.858724
1672556400,A,781850.097531,217375.746952
1672556400,B,507708.189142,49556.670185
1672556400,C,639448.375632,119828.38391700001
1672556460,A,777440.591856,214587.800188
1672556460,B,504818.963522,47784.970929
1672556460,C,635795.304898,117655.819472
1672556520,A,777859.381275,214898.736765
1672556520,B,505081.380702,47983.426346
1672556520,C,636124.553433,117898.56438799998
1672556580,A,778327.932092,215202.78655000002
1672556580,B,505386.34959,48176.783151
1672556580,C,636509.7614550001,118135.54235100001
1672556640,A,775947.0952369999,213675.08225799998
1672556640,B,503832.35792300006,47205.45977100001
1672556640,C,634546.201194,116944.74075200003
1672556700,A,775713.495009,213529.350689
1672556700,B,503678.806194,47112.89932900001
1672556700,C,634351.7367049999,116831.320481
1672556760,A,771252.6187240002,210825.98495700004
1672556760,B,500726.5615320001,45396.498994
1672556760,C,630613.623508,114724.547781
1672556820,A,767831.636626,208745.609292
1672556820,B,498464.805944,44075.337452
1672556820,C,627749.975114,113103.17142299999
1672556880,A,770258.436049,210334.01855500002
1672556880,B,500040.03131,45086.160213
1672556880,C,629738.154455,114342.19782
1672556940,A,768108.2540389999,209084.22493499995
1672556940,B,498603.524123,44293.42263
1672556940,C,627916.631114,113368.33998799999
1672557000,A,778601.719516,216312.30058
1672557000,B,505323.583383,48898.247756000004
1672557000,C,636380.129356,119007.13341100002
1672557060,A,777890.771111,216475.54532699997
1672557060,B,504699.40948,49012.499618999995
1672557060,C,635559.206139,119138.139096
1672557120,A,774462.1090829999,214655.431921
1672557120,B,502363.092045,47861.652331
1672557120,C,632587.355855,117721.95439300002
1672557180,A,778462.546462,217133.39949699998
1672557180,B,504997.459451,49435.79173600001
1672557180,C,635920.020567,119653.104235
1672557240,A,776123.6017649999,215524.88553799997
1672557240,B,503498.447991,48411.183929
1672557240,C,634032.1331999999,118398.414333
1672557300,A,774864.175429,215241.33293699997
1672557300,B,502540.740273,48239.797344
1672557300,C,632794.310146,118180.98615100005
1672557360,A,766398.381542,210907.397041
1672557360,B,496731.751941,45501.87149699999
1672557360,C,625397.7602909999,114809.412765
1672557420,A,764267.08617,210921.732223
1672557420,B,494983.444941,45534.073612
1672557420,C,623115.847251,114830.37523
1672557480,A,756691.657703,207530.05470699997
1672557480,B,489661.01434199995,43400.223034
1672557480,C,616315.489974,112195.32368100001
1672557540,A,756684.194597,209187.934319
1672557540,B,489225.6757070001,44482.563488
1672557540,C,615677.6627899999,113500.444589
1672557600,A,750501.701289,206976.013146
1672557600,B,484738.529092,43103.197701
1672557600,C,609918.369962,111787.514936
1672557660,A,752724.191572,210157.701659
1672557660,B,485733.897805,45157.25536
1672557660,C,611082.274934,114283.020076
1672557720,A,744166.421171,206222.451233
1672557720,B,479749.380658,42676.564166
1672557720,C,603444.086274,111223.862443
1672557780,A,737437.2191539999,203208.22525499997
1672557780,B,475023.8111369999,40777.606885
1672557780,C,597408.631992,108881.70742900002
1672557840,A,737295.6283319999,204043.60939599999
1672557840,B,474691.586212,41324.33496100001
1672557840,C,596940.3819679999,109540.84769899999
1672557900,A,737087.765386,204364.177602
1672557900,B,474438.48071,41535.747327
1672557900,C,596596.537615,109794.83564999998
1672557960,A,742212.448621,207469.668495
1672557960,B,477827.79314200004,43510.73678600001
1672557960,C,600885.8441840002,112216.42113000003
1672558020,A,734545.82139,206484.67080500003
1672558020,B,471810.296813,42945.014983
1672558020,C,593083.621367,111477.659689
1672558080,A,711389.8011700001,203733.83997100004
1672558080,B,453582.201532,41375.91823
1672558080,C,569446.766528,109431.60453700002
1672558140,A,677296.071295,199095.87874599997
1672558140,B,426910.55073500006,38661.066863
1672558140,C,534916.766206,105967.815944
1672558200,A,616717.74008,195114.090397
1672558200,B,378465.423815,36555.453626999995
1672558200,C,472109.271232,103232.084427
1672558260,A,541978.982504,186228.340122
1672558260,B,319797.134873,31262.276437000004
1672558260,C,396359.4326790001,96783.458806
1672558320,A,501155.242483,184454.880256
1672558320,B,286997.9883680001,30331.678646000008
1672558320,C,353959.258024,95754.691874
1672558380,A,478618.704721,184364.91769400003
1672558380,B,268676.201019,30383.091267000003
1672558380,C,330263.503499,95912.880393
1672558440,A,456926.466582,181758.40463200002
1672558440,B,251692.830053,28780.951848000004
1672558440,C,308405.683196,94055.78709
1672558500,A,441137.004567,182283.161561
1672558500,B,238717.357953,29187.273148
1672558500,C,291622.9783920001,94651.42646400002
1672558560,A,419119.151554,183290.299571
1672558560,B,220561.675906,29925.034100999997
1672558560,C,268144.34832,95714.50545199998
1672558620,A,391655.440531,183423.62479
1672558620,B,198214.33081900002,30100.305078
1672558620,C,239307.00503100004,96154.958057
1672558680,A,360567.506464,178969.789963
1672558680,B,174102.34492,27281.937496999995
1672558680,C,208379.62777799997,92960.05600000001
1672558740,A,336209.459951,175963.78113699998
1672558740,B,155097.495534,25376.383978999995
1672558740,C,184001.40600599998,90853.222592
1672558800,A,334599.329316,175784.217805
1672558800,B,153836.72363500003,25262.411663
1672558800,C,182384.314323,90729.324477
1672558860,A,419764.061801,179511.745443
1672558860,B,222048.235186,27460.963897999998
1672558860,C,270199.114093,92670.01296200001
1672558920,A,542411.9005659999,185132.61539099997
1672558920,B,320431.313933,30545.202459000004
1672558920,C,397223.348931,95905.099374
1672558980,A,651820.0054349999,193709.96532400002
1672558980,B,407487.32218,35363.858955
1672558980,C,509872.93202699994,101868.014355
1672559040,A,669309.986469,191017.395703
1672559040,B,422472.869273,33459.881027
1672559040,C,529470.786399,99625.91825999999
1672559100,A,640882.7225910001,189502.645223
1672559100,B,399640.96417999995,32708.279672999997
1672559100,C,499841.387209,98607.301167
1672559160,A,628871.523627,191371.75697500005
1672559160,B,389350.45826299995,34022.007031
1672559160,C,486395.161677,100171.993005
1672559220,A,640307.817432,188932.46246200002
1672559220,B,399318.847408,32340.843757999995
1672559220,C,499445.84568,98158.900251
1672559280,A,652064.829017,188763.756286
1672559280,B,408965.754916,32135.252428999996
1672559280,C,511993.723247,97948.77059300001
1672559340,A,667947.520995,186990.684258
1672559340,B,422402.646595,30844.693421
1672559340,C,529542.302698,96448.88374700001
1672559400,A,693364.059022,188018.64986199996
1672559400,B,442913.613945,31289.565378999996
1672559400,C,556198.373334,97121.37163
1672559460,A,708019.991587,192432.13243899998
1672559460,B,453753.30929600005,34032.86290900001
1672559460,C,570135.2173700001,100530.220659
1672559520,A,709046.076357,190355.302429
1672559520,B,455131.87514499994,32668.038803999996
1672559520,C,572016.456774,98887.020298
1672559580,A,711149.823779,190108.106538
1672559580,B,456916.943202,32486.685214
1672559580,C,574352.463836,98681.82136200002
1672559640,A,710794.6231989999,189239.654323
1672559640,B,456852.190622,31923.251651000002
1672559640,C,574304.489023,97998.146879
1672559700,A,711491.502587,189522.494298
1672559700,B,457348.696097,32101.209687
1672559700,C,574939.809833,98217.922953
1672559760,A,709733.3501479999,188257.954472
1672559760,B,456239.29021,31292.865077000002
1672559760,C,573545.5288949999,97229.5141
1672559820,A,713634.537029,190656.941077
1672559820,B,458806.856227,32821.015504
1672559820,C,576792.382797,99102.73101
1672559880,A,706847.157079,186409.122243
1672559880,B,454359.339231,30113.816685
1672559880,C,571173.24953,95784.42763
1672559940,A,705983.104501,186133.815519
1672559940,B,453724.142208,29942.449877000003
1672559940,C,570356.2077380001,95571.89679200001
1672560000,A,703255.697402,184807.59806599998
1672560000,B,451838.37368499994,29102.711194999996
1672560000,C,567954.699416,94538.18282200002
1672560060,A,705483.382622,186741.35627
1672560060,B,453157.301943,30343.587135
1672560060,C,569593.674013,96052.97851800003
1672560120,A,706986.212685,188310.946555
1672560120,B,453978.345762,31353.58193300001
1672560120,C,570598.295302,97284.14171400001
1672560180,A,702723.061369,186307.096941
1672560180,B,451012.503616,30086.100619000004
1672560180,C,566817.126134,95723.659675
1672560240,A,697481.750474,183721.296362
1672560240,B,447398.468861,28447.761977
1672560240,C,562215.745586,93708.564969
1672560300,A,690190.400027,179851.97414500001
1672560300,B,442442.877816,25990.243832000004
1672560300,C,555920.1152540001,90689.77077700003
1672560360,A,689544.377134,180213.77081199997
1672560360,B,441820.254465,26232.2282
1672560360,C,555094.154008,90978.68832699998
1672560420,A,683537.908314,177171.20800500002
1672560420,B,437701.17684699997,24301.491897
1672560420,C,549854.818496,88605.52862
1672560480,A,678039.383644,174423.577566
1672560480,B,433921.385881,22558.060909
1672560480,C,545045.379866,86462.426733
1672560540,A,677277.335414,174605.916046
1672560540,B,433250.6564159999,22683.80309
1672560540,C,544164.467023,86610.282557
1672560600,A,678198.960155,175790.19177199996
1672560600,B,433695.358209,23448.309437
1672560600,C,544695.001631,87541.320119
1672560660,A,673901.250538,173670.202574
1672560660,B,430734.1927099999,22103.122783999996
1672560660,C,540926.4950299999,85887.610105
1672560720,A,672242.63007,173230.98649299997
1672560720,B,429492.5961530001,21831.155583000003
1672560720,C,539327.933925,85548.878765
1672560780,A,679868.0695149999,178698.059889
1672560780,B,434302.32654899993,25330.516078999997
1672560780,C,545366.416349,89829.897285
1672560840,A,677430.997885,177793.88507199998
1672560840,B,432545.207797,24762.18781
1672560840,C,543116.073066,89127.660651
1672560900,A,675136.212101,176972.788226
1672560900,B,430882.84935400006,24246.770496
1672560900,C,540985.415324,88490.59788799999
1672560960,A,674493.787845,177112.72272300004
1672560960,B,430321.093858,24343.809312
1672560960,C,540247.707485,88604.93000400001
1672561020,A,671558.564951,175697.491343
1672561020,B,428290.103497,23446.15849
1672561020,C,537662.262012,87501.12713999998
1672561080,A,666826.339353,173084.018696
1672561080,B,425102.5935329999,21782.326924
1672561080,C,533619.61097,85459.824469
1672561140,A,671748.746865,176546.94089599996
1672561140,B,428224.215321,23998.703851
1672561140,C,537541.649255,88171.634065
1672561200,A,667350.851887,174113.929465
1672561200,B,425262.842685,22449.647691
1672561200,C,533786.34668,86271.14506300002
1672561260,A,668365.55071,175147.26341000004
1672561260,B,425823.008124,23115.034559
1672561260,C,534473.383272,87082.765239
1672561320,A,677574.367796,181443.16014299996
1672561320,B,431712.409346,27141.750409999997
1672561320,C,541882.778105,92010.42919
1672561380,A,683574.303067,185738.253649
1672561380,B,435501.323702,29890.506977000005
1672561380,C,546640.190515,95372.08450900001
1672561440,A,672068.727634,178929.049609
1672561440,B,427865.5524580001,25549.781164000004
1672561440,C,536978.597653,90052.01161500001
1672561500,A,671175.029786,178878.036112
1672561500,B,427148.1523470001,25524.460515000002
1672561500,C,536045.775249,90017.221332
1672561560,A,667748.025386,177236.88857300003
1672561560,B,424773.879412,24483.4569
1672561560,C,533023.1682109999,88737.547429
1672561620,A,662649.874417,174555.97747200003
1672561620,B,421304.649947,22778.362829
1672561620,C,528617.146961,86645.00857599998
1672561680,A,653904.224348,169610.38949999996
1672561680,B,415445.37101599993,19626.202292
1672561680,C,521193.190336,82780.143846
1672561740,A,651542.138073,168740.175249
1672561740,B,413741.727015,19078.318639
1672561740,C,519011.54814399994,82104.44356799999
1672561800,A,647363.130214,166746.128227
1672561800,B,410846.56137700006,17812.228871000003
1672561800,C,515325.49715099996,80549.010862
1672561860,A,646834.616445,167102.742316
1672561860,B,410321.449864,18049.299186
1672561860,C,514627.214462,80834.501089
1672561920,A,645825.679703,167199.81319299998
1672561920,B,409471.558045,18120.789161
1672561920,C,513518.412261,80916.174663
1672561980,A,648150.927143,169446.680737
1672561980,B,410785.67596300005,19567.306312000004
1672561980,C,515137.600568,82681.436921
1672562040,A,646144.240231,168949.136507
1672562040,B,409275.49304200005,19259.167979000005
1672562040,C,513192.982446,82298.585152
1672562100,A,641473.64161,166763.533753
1672562100,B,406028.742766,17871.662847
1672562100,C,509057.885063,80594.24306
1672562160,A,638474.071704,165670.23171399996
1672562160,B,403862.84434400004,17182.802223000002
1672562160,C,506284.766906,79745.25066399999
1672562220,A,629887.1881809998,161048.630578
1672562220,B,398053.165828,14236.867707000003
1672562220,C,498914.998496,76132.97336900001
1672562280,A,628205.751891,160805.828791
1672562280,B,396742.691605,14091.766222
1672562280,C,497220.465196,75950.032576
1672562340,A,626701.939032,160718.480955
1672562340,B,395536.785397,14046.559623
1672562340,C,495655.98052,75889.094164
1672562400,A,620253.826596,157555.831944
1672562400,B,391095.203218,12033.891272999997
1672562400,C,490007.773945,73419.36094
1672562460,A,610323.798683,152249.714543
1672562460,B,384371.259891,8648.891379
1672562460,C,481478.52015399997,69269.580372
1672562520,A,609702.372304,152945.122247
1672562520,B,383681.485764,9107.062976
1672562520,C,480554.065376,69824.312039
1672562580,A,610986.05209,154841.243343
1672562580,B,384233.840431,10334.05862
1672562580,C,481196.344846,71320.24634300002
1672562640,A,609307.0255950001,154800.911771
1672562640,B,382872.883598,10320.167233
1672562640,C,479429.454348,71297.364548
1672562700,A,608692.952709,155428.755626
1672562700,B,382207.064919,10734.162477
1672562700,C,478539.183379,71798.538294
1672562760,A,606042.018459,154901.945
1672562760,B,380179.496182,10410.256332000003
1672562760,C,475925.201947,71395.974808
1672562820,A,602634.847322,153917.455718
1672562820,B,377654.054455,9793.311761
1672562820,C,472682.528983,70634.939179
1672562880,A,602103.270301,154777.52597999998
1672562880,B,376994.990314,10358.045723
1672562880,C,471792.043754,71320.118334
1672562940,A,591053.4648370001,148987.241697
1672562940,B,369485.70198600006,6661.846477000001
1672562940,C,462264.90376700007,66791.286276
1672563000,A,591893.914049,150835.969404
1672563000,B,369688.06304700003,7861.537311
1672563000,C,462454.04482599994,68253.852434
1672563060,A,592479.777334,152582.461664
1672563060,B,369709.674613,8996.174848
1672563060,C,462413.1788829999,69636.17559699998
1672563120,A,583378.566915,148169.805087
1672563120,B,363432.510449,6182.6170139999995
1672563120,C,454434.448314,66187.78770700001
1672563180,A,580298.955553,147497.530748
1672563180,B,361093.978378,5765.552595
1672563180,C,451423.597482,65672.692739
1672563240,A,575265.3578770001,145448.36207600002
1672563240,B,357520.828738,4463.795784000001
1672563240,C,446863.941263,64075.963018999995
1672563300,A,568805.7364059999,142310.79589
1672563300,B,353069.227772,2461.4771819999996
1672563300,C,441206.620822,61623.135592
1672563360,A,566548.974192,141647.425129
1672563360,B,351400.771036,2043.942803
1672563360,C,439066.240608,61109.935055999995
1672563420,A,568154.931441,143304.008026
1672563420,B,352277.640552,3113.4203340000004
1672563420,C,440140.001517,62416.179544000006
1672563480,A,565592.399697,142368.291893
1672563480,B,350430.97704200004,2520.201149
1672563480,C,437779.10371299996,61688.40607199999
1672563540,A,562719.813315,141233.33937899998
1672563540,B,348383.522039,1799.068439
1672563540,C,435165.44281900005,60804.267883
1672563600,A,563519.035381,142431.388423
1672563600,B,348721.947061,2574.996864
1672563600,C,435557.820954,61751.50973000001
1672563660,A,562146.402621,142287.803094
1672563660,B,347639.17581,2490.245449
1672563660,C,434158.110419,61645.693638
1672563720,A,568044.599581,146738.28751200004
1672563720,B,351288.572587,5353.117799
1672563720,C,438721.724873,65145.245631
1672563780,A,565459.390288,145993.85836500002
1672563780,B,349373.175578,4884.747111000001
1672563780,C,436264.621692,64569.840402
1672563840,A,563066.285103,145462.61807399997
1672563840,B,347558.88051199995,4554.036232999999
1672563840,C,433930.328572,64162.829455
1672563900,A,560190.974189,144692.665538
1672563900,B,345413.571479,4070.698771
1672563900,C,431175.84963600006,63569.170041
1672563960,A,556085.169257,143102.381358
1672563960,B,342478.846065,3060.262177
1672563960,C,427428.926912,62331.24366200001
1672564020,A,554690.994848,143210.130775
1672564020,B,341312.85871199996,3139.3792490000005
1672564020,C,425911.5406630001,62425.920072
1672564080,A,556762.6087170001,145481.98223400002
1672564080,B,342409.127712,4607.377814000001
1672564080,C,427246.00747,64218.913617
1672564140,A,550620.563186,142650.351638
1672564140,B,338137.672878,2800.0655269999997
1672564140,C,421813.203998,62007.07757699999
1672564200,A,549434.712414,142925.890075
1672564200,B,337097.912489,2987.120309000001
1672564200,C,420453.30555,62234.077986000004
1672564260,A,550664.486484,144769.52934
1672564260,B,337619.189192,4181.435106
1672564260,C,421057.991097,63692.617246
1672564320,A,550957.417283,146049.726673
1672564320,B,337523.615807,5014.178936
1672564320,C,420884.160572,64709.07439899999
1672564380,A,550932.894567,147090.035864
1672564380,B,337231.844733,5692.516199
1672564380,C,420465.29474900005,65536.76519
1672564440,A,547111.567864,145675.200568
1672564440,B,334483.628718,4793.781658
1672564440,C,416955.390581,64436.490217
1672564500,A,537252.226296,140481.15221000003
1672564500,B,327797.80776799994,1467.8322670000005
1672564500,C,408483.261861,60369.910448999995
1672564560,A,528745.1134830001,136198.11208200004
1672564560,B,321979.04465899995,-1273.779934
1672564560,C,401101.283732,57017.91959399999
1672564620,A,523778.283058,134096.28883899996
1672564620,B,318478.130569,-2615.072333
1672564620,C,396641.923106,55377.940119
1672564680,A,526079.603912,136345.890727
1672564680,B,319765.993165,-1161.8777450000002
1672564680,C,398225.73205,57153.820877999984
1672564740,A,528121.964827,138487.460784
1672564740,B,320871.37857800006,222.23442300000005
1672564740,C,399576.900639,58845.220747
1672564800,A,526250.530468,138345.79444300002
1672564800,B,319382.022541,140.62469899999996
1672564800,C,397651.082959,58745.19936600001
1672564860,A,522243.842808,136946.568839
1672564860,B,316480.181171,-748.4711810000001
1672564860,C,393942.214873,57658.490897
1672564920,A,519500.642691,136379.75557500002
1672564920,B,314391.200854,-1102.383222
1672564920,C,391255.529126,57226.093302999994
1672564980,A,520421.476149,138181.36134300003
1672564980,B,314670.825482,66.854895
1672564980,C,391548.68872300006,58655.3612
1672565040,A,519482.62335,138941.26727199997
1672565040,B,313706.540597,567.3229640000001
1672565040,C,390270.063986,59267.025635000005
1672565100,A,520948.156082,141215.154947
1672565100,B,314307.457781,2041.3450549999998
1672565100,C,390961.822368,61068.71418200001
1672565160,A,518022.659735,140605.375071
1672565160,B,312081.149976,1660.174922
1672565160,C,388099.6481720001,60603.501105
1672565220,A,515445.473228,140089.962976
1672565220,B,310114.265403,1338.5825509999997
1672565220,C,385569.854588,60211.46085400001
1672565280,A,517545.073831,142700.542298
1672565280,B,311144.669667,3028.6304059999998
1672565280,C,386805.6961330001,62277.10469400001
1672565340,A,514003.537235,141572.216007
1672565340,B,308551.537285,2312.665683
1672565340,C,383488.03664800007,61403.528650000015
1672565400,A,512907.371387,142275.420039
1672565400,B,307474.29834,2777.0408830000006
1672565400,C,382065.154065,61972.318316
1672565460,A,508376.87552400003,140887.406547
1672565460,B,304142.830514,1896.9850949999998
1672565460,C,377800.828894,60899.40227800001
1672565520,A,505866.226545,140701.400548
1672565520,B,302144.593949,1789.247417
1672565520,C,375218.60464100004,60770.00988600001
1672565580,A,503008.855753,140252.14374000003
1672565580,B,299932.51053,1511.6304840000003
1672565580,C,372369.544503,60433.319279
1672565640,A,495619.66397,136724.988409
1672565640,B,294830.005198,-748.6317439999999
1672565640,C,365892.70652699994,57675.391215999996
1672565700,A,492432.829037,135657.268499
1672565700,B,292511.311194,-1428.1576790000001
1672565700,C,362929.32292,56847.71304300001
1672565760,A,495088.47878799995,138328.419193
1672565760,B,293978.407953,299.25023400000003
1672565760,C,364728.9861210001,58959.161408
1672565820,A,498086.452632,141266.913939
1672565820,B,295655.493837,2198.91869
1672565820,C,366790.523752,61280.895403
1672565880,A,503407.844581,145579.486748
1672565880,B,298869.30946500006,4981.731006000001
1672565880,C,370790.295458,64680.60370500001
1672565940,A,496014.476329,141759.87919900002
1672565940,B,293838.350146,2530.759217
1672565940,C,364418.119206,61690.354902
1672566000,A,502916.36411300005,146816.31525600003
1672566000,B,298146.83645500004,5790.458501
1672566000,C,369807.5846870001,65671.46865100002
1672566060,A,494804.015108,142509.739182
1672566060,B,292656.475651,3025.6770849999994
1672566060,C,362859.0795979999,62298.415973
1672566120,A,485985.089899,137657.96875
1672566120,B,286734.303876,-91.929211
1672566120,C,355372.018251,58494.72141400001
1672566180,A,481300.706132,135238.442638
1672566180,B,283548.37586,-1645.711864
1672566180,C,351337.21478100005,56599.63245699999
1672566240,A,473623.40232800005,130786.96906299998
1672566240,B,278455.218018,-4509.841588000001
1672566240,C,344909.531606,53104.379411
