time,mrid,phase,p,q
1672547880,_903a0e85-6a11-4b8e-82cf-163376df7764,A,597993.12098,349249.026011
1672547880,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,387470.8247509999,228204.75530099997
1672547880,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,489795.24422,279332.765751
1672547940,_903a0e85-6a11-4b8e-82cf-163376df7764,A,603412.42742,352552.974454
1672547940,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,391005.726301,230333.714469
1672547940,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,494267.52127399994,281935.92206500005
1672548000,_903a0e85-6a11-4b8e-82cf-163376df7764,A,610250.083899,356751.87765099993
1672548000,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,395459.25679899997,233039.08902400002
1672548000,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,499901.62775999994,285243.003569
1672548060,_903a0e85-6a11-4b8e-82cf-163376df7764,A,613891.522621,358989.93596499995
1672548060,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,397831.224634,234480.73267899998
1672548060,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,502902.5114989999,287005.191696
1672548120,_903a0e85-6a11-4b8e-82cf-163376df7764,A,618737.9702260001,361970.58417
1672548120,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,400988.342129,236400.38768300004
1672548120,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,506896.65876900003,289351.68760100007
1672548180,_903a0e85-6a11-4b8e-82cf-163376df7764,A,625567.114962,366174.544239
1672548180,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,405437.488627,239107.22011300002
1672548180,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,512525.480232,292660.296293
1672548240,_903a0e85-6a11-4b8e-82cf-163376df7764,A,629303.578101,368476.655538
1672548240,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,407871.99035599997,240589.134224
1672548240,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,515605.635386,294471.56132999994
1672548300,_903a0e85-6a11-4b8e-82cf-163376df7764,A,625316.856177,366020.49525300006
1672548300,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,405274.436327,239007.98734799997
1672548300,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,512319.4511550001,292538.866254
1672548360,_903a0e85-6a11-4b8e-82cf-163376df7764,A,627658.666785,367463.1135839999
1672548360,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,406800.223425,239936.663175
1672548360,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,514250.36501,293673.689693
1672548420,_903a0e85-6a11-4b8e-82cf-163376df7764,A,631583.0873849998,369881.76586099993
1672548420,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,409357.286528,241493.52491
1672548420,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,517484.814877,295576.95936
1672548480,_903a0e85-6a11-4b8e-82cf-163376df7764,A,631533.050393,369850.88420800003
1672548480,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,409324.682452,241473.66776399998
1672548480,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,517443.79264199996,295552.568866
1672548540,_903a0e85-6a11-4b8e-82cf-163376df7764,A,637238.082131,373369.754695
1672548540,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,413042.25089900004,243738.17112200003
1672548540,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,522147.014619,298320.455278
1672548600,_903a0e85-6a11-4b8e-82cf-163376df7764,A,636269.128775,372771.90997
1672548600,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,412410.826555,243353.459355
1672548600,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,521348.00518800004,297850.31829300005
1672548660,_903a0e85-6a11-4b8e-82cf-163376df7764,A,641922.9673529998,376261.7828299999
1672548660,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,416095.33166500006,245598.871939
1672548660,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,526009.8621880001,300594.594631
1672548720,_903a0e85-6a11-4b8e-82cf-163376df7764,A,646119.9887369999,378854.499412
1672548720,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,418830.684748,247266.67133099996
1672548720,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,529470.8012370002,302632.901459
1672548780,_903a0e85-6a11-4b8e-82cf-163376df7764,A,637858.140245,373752.52501200006
1672548780,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,413446.319425,243984.38045600004
1672548780,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,522658.616346,298621.178863
1672548840,_903a0e85-6a11-4b8e-82cf-163376df7764,A,647135.895745,379482.28661500005
1672548840,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,419492.818772,247670.492748
1672548840,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,530308.43047,303126.506985
1672548900,_903a0e85-6a11-4b8e-82cf-163376df7764,A,655527.252716,384672.09367200005
1672548900,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,424962.457033,251007.87196200003
1672548900,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,537229.064648,307205.168137
1672548960,_903a0e85-6a11-4b8e-82cf-163376df7764,A,658114.956724,386285.539679
1672548960,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,426646.25534000003,252045.388007
1672548960,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,539359.217498,308472.801835
1672549020,_903a0e85-6a11-4b8e-82cf-163376df7764,A,659903.276393,387381.42451900005
1672549020,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,427815.136905,252749.580511
1672549020,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,540839.392821,309333.235208
1672549080,_903a0e85-6a11-4b8e-82cf-163376df7764,A,669011.687816,393026.36826400005
1672549080,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,433753.498012,256377.71006900002
1672549080,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,548352.55276,313767.371082
1672549140,_903a0e85-6a11-4b8e-82cf-163376df7764,A,660191.296112,387559.85014800006
1672549140,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,428002.901435,252864.250828
1672549140,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,541076.6780260002,309473.524196
1672549200,_903a0e85-6a11-4b8e-82cf-163376df7764,A,658031.691263,386222.39340799995
1672549200,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,426595.04767,252004.56638900004
1672549200,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,539294.3655030001,308423.429973
1672549260,_903a0e85-6a11-4b8e-82cf-163376df7764,A,658986.576667,386813.71589
1672549260,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,427217.533289,252384.65056999997
1672549260,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,540082.968732,308887.409228
1672549320,_903a0e85-6a11-4b8e-82cf-163376df7764,A,654609.217635,384122.446907
1672549320,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,424359.152588,250654.777171
1672549320,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,536465.2398079999,306773.132057
1672549380,_903a0e85-6a11-4b8e-82cf-163376df7764,A,656606.816092,385380.41496599995
1672549380,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,425655.564057,251464.043619
1672549380,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,538105.060288,307761.49760599993
1672549440,_903a0e85-6a11-4b8e-82cf-163376df7764,A,657036.728277,385648.08900199994
1672549440,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,425935.395004,251636.195467
1672549440,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,538458.587338,307972.101004
1672549500,_903a0e85-6a11-4b8e-82cf-163376df7764,A,657571.7454310001,385981.68940000003
1672549500,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,426283.530796,251850.71665300007
1672549500,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,538899.00757,308234.202542
1672549560,_903a0e85-6a11-4b8e-82cf-163376df7764,A,655003.225366,384405.6573169999
1672549560,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,424605.518801,250837.727811
1672549560,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,536775.099221,306996.053669
1672549620,_903a0e85-6a11-4b8e-82cf-163376df7764,A,651537.672276,382268.506355
1672549620,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,422344.70382,249463.655622
1672549620,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,533914.23018,305316.669008
1672549680,_903a0e85-6a11-4b8e-82cf-163376df7764,A,652422.066846,382813.14804899995
1672549680,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,422921.80815500004,249813.84205399998
1672549680,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,534644.705524,305744.5879270001
1672549740,_903a0e85-6a11-4b8e-82cf-163376df7764,A,651546.359559,382235.7965
1672549740,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,422360.478744,249441.84583
1672549740,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,533935.594247,305290.858325
1672549800,_903a0e85-6a11-4b8e-82cf-163376df7764,A,651488.781704,382220.5828149999
1672549800,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,422317.50742100005,249432.53532400003
1672549800,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,533880.8007130001,305278.852315
1672549860,_903a0e85-6a11-4b8e-82cf-163376df7764,A,650519.609885,381648.25766600005
1672549860,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,421678.60767899995,249065.033394
1672549860,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,533070.5974040001,304829.55775200005
1672549920,_903a0e85-6a11-4b8e-82cf-163376df7764,A,648755.460615,380492.450434
1672549920,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,420546.026989,248320.34329300004
1672549920,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,531640.379211,303920.67723399994
1672549980,_903a0e85-6a11-4b8e-82cf-163376df7764,A,651669.8667449999,382300.4722029999
1672549980,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,422444.093645,249483.19416600006
1672549980,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,534042.0873890001,305341.51058100007
1672550040,_903a0e85-6a11-4b8e-82cf-163376df7764,A,652229.233818,382631.63983899995
1672550040,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,422812.653694,249695.803659
1672550040,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,534509.362768,305601.464194
1672550100,_903a0e85-6a11-4b8e-82cf-163376df7764,A,659318.008413,387018.85437
1672550100,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,427433.596983,252516.59009500002
1672550100,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,540355.8449549999,309048.919271
1672550160,_903a0e85-6a11-4b8e-82cf-163376df7764,A,665068.7046550001,390581.66993300006
1672550160,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,431182.700017,254806.63975099998
1672550160,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,545099.715602,311847.443997
1672550220,_903a0e85-6a11-4b8e-82cf-163376df7764,A,670423.581735,393902.189043
1672550220,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,434674.084593,256940.45067799994
1672550220,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,549517.543716,314454.973204
1672550280,_903a0e85-6a11-4b8e-82cf-163376df7764,A,675235.717461,396888.58068
1672550280,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,437811.87389,258859.130427
1672550280,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,553488.024777,316799.541518
1672550340,_903a0e85-6a11-4b8e-82cf-163376df7764,A,679318.859526,399424.36282299994
1672550340,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,440474.519938,260487.99546200002
1672550340,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,556857.332226,318789.910655
1672550400,_903a0e85-6a11-4b8e-82cf-163376df7764,A,680094.14333,399906.098369
1672550400,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,440980.10777299997,260797.36023899997
1672550400,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,557497.512016,319167.715941
1672550460,_903a0e85-6a11-4b8e-82cf-163376df7764,A,677271.468325,398152.736447
1672550460,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,439139.37718300003,259671.14283700002
1672550460,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,555168.08676,317791.642829
1672550520,_903a0e85-6a11-4b8e-82cf-163376df7764,A,682339.675688,401301.445555
1672550520,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,442444.535671,261693.574063
1672550520,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,559350.163886,320263.049813
1672550580,_903a0e85-6a11-4b8e-82cf-163376df7764,A,690012.765958,406073.431819
1672550580,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,447448.975288,264757.74817400007
1672550580,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,565682.820643,324007.16604200006
1672550640,_903a0e85-6a11-4b8e-82cf-163376df7764,A,696135.1908930001,409885.272954
1672550640,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,451442.53190600005,267204.6546790001
1672550640,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,570736.5502529999,326996.856528
1672550700,_903a0e85-6a11-4b8e-82cf-163376df7764,A,695690.0515259999,409608.0714929999
1672550700,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,451152.16003699997,267026.69018
1672550700,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,570369.163087,326779.378684
1672550760,_903a0e85-6a11-4b8e-82cf-163376df7764,A,700572.981156,412650.58218599996
1672550760,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,454337.491066,268979.372832
1672550760,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,574400.110805,329165.182289
1672550820,_903a0e85-6a11-4b8e-82cf-163376df7764,A,701165.061989,413019.755371
1672550820,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,454723.745719,269216.219104
1672550820,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,574889.332515,329454.335643
1672550880,_903a0e85-6a11-4b8e-82cf-163376df7764,A,706214.386118,416186.589771
1672550880,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,458013.22962000006,271248.65406
1672550880,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,579050.920383,331937.37707
1672550940,_903a0e85-6a11-4b8e-82cf-163376df7764,A,704356.144772,415038.9874299999
1672550940,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,456797.826545,270512.6225650001
1672550940,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,577511.7478,331038.18666800007
1672551000,_903a0e85-6a11-4b8e-82cf-163376df7764,A,704629.467408,415212.31624899997
1672551000,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,456975.41247100005,270623.844396
1672551000,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,577737.187077,331173.5832969999
1672551060,_903a0e85-6a11-4b8e-82cf-163376df7764,A,712382.555655,420062.37974700006
1672551060,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,462031.024467,273735.547445
1672551060,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,584134.2306529998,334975.24630899995
1672551120,_903a0e85-6a11-4b8e-82cf-163376df7764,A,718175.0993040001,423680.77332100004
1672551120,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,465811.077624,276056.089281
1672551120,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,588918.209647,337810.176842
1672551180,_903a0e85-6a11-4b8e-82cf-163376df7764,A,722689.330115,426510.541583
1672551180,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,468755.2118359999,277870.660284
1672551180,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,592643.9659210001,340026.770771
1672551240,_903a0e85-6a11-4b8e-82cf-163376df7764,A,725743.5564319999,428423.126057
1672551240,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,470748.098527,279096.8204479999
1672551240,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,595166.142674,341524.601568
1672551300,_903a0e85-6a11-4b8e-82cf-163376df7764,A,720978.6138079999,425434.316307
1672551300,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,467640.459288,277180.3908
1672551300,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,591233.871996,339183.41826699994
1672551360,_903a0e85-6a11-4b8e-82cf-163376df7764,A,712773.247857,420290.6173350001
1672551360,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,462290.153095,273881.414952
1672551360,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,584463.6000760001,335153.396995
1672551420,_903a0e85-6a11-4b8e-82cf-163376df7764,A,712738.285042,420252.158795
1672551420,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,462271.66266199993,273856.48135699995
1672551420,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,584440.6336599999,335123.429175
1672551480,_903a0e85-6a11-4b8e-82cf-163376df7764,A,713671.732792,420829.82538999995
1672551480,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,462882.17757600005,274226.8001509999
1672551480,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,585213.8973520001,335575.753377
1672551540,_903a0e85-6a11-4b8e-82cf-163376df7764,A,715340.101975,421866.5363600001
1672551540,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,463972.295479,274891.5445090001
1672551540,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,586594.064768,336387.810448
1672551600,_903a0e85-6a11-4b8e-82cf-163376df7764,A,710783.164123,419020.35091599997
1672551600,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,460998.862155,273066.03707799996
1672551600,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,582830.554415,334157.851278
1672551660,_903a0e85-6a11-4b8e-82cf-163376df7764,A,708237.284003,417431.101523
1672551660,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,459337.758997,272046.58088
1672551660,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,580728.290536,332912.4059310001
1672551720,_903a0e85-6a11-4b8e-82cf-163376df7764,A,706311.936319,416229.656526
1672551720,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,458081.580845,271275.808774
1672551720,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,579138.543976,331970.739452
1672551780,_903a0e85-6a11-4b8e-82cf-163376df7764,A,709327.845837,418111.7061029999
1672551780,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,460049.30723399995,272483.24247399997
1672551780,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,581628.542883,333446.009528
1672551840,_903a0e85-6a11-4b8e-82cf-163376df7764,A,708691.360828,417714.44614
1672551840,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,459634.025118,272228.388992
1672551840,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,581102.86589,333134.71383600007
1672551900,_903a0e85-6a11-4b8e-82cf-163376df7764,A,706130.8116,416116.660783
1672551900,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,457963.40942200006,271203.30815700005
1672551900,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,578989.0220210002,331882.148558
1672551960,_903a0e85-6a11-4b8e-82cf-163376df7764,A,705701.61603,415848.8462990001
1672551960,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,457683.39156200003,271031.51812100003
1672551960,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,578634.3829350001,331672.40807
1672552020,_903a0e85-6a11-4b8e-82cf-163376df7764,A,707812.06632,417165.663167
1672552020,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,459060.326369,271876.339873
1672552020,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,580376.999798,332704.519316
1672552080,_903a0e85-6a11-4b8e-82cf-163376df7764,A,705634.6791490001,415807.13237500004
1672552080,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,457639.71944,271004.72451999993
1672552080,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,578579.371564,331639.538169
1672552140,_903a0e85-6a11-4b8e-82cf-163376df7764,A,707296.290744,416843.88427199994
1672552140,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,458723.80879299995,271669.84709999996
1672552140,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,579951.869279,332451.851647
1672552200,_903a0e85-6a11-4b8e-82cf-163376df7764,A,704248.601408,414942.539401
1672552200,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,456735.4197009999,270449.98927499994
1672552200,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,577435.005035,330961.77040899993
1672552260,_903a0e85-6a11-4b8e-82cf-163376df7764,A,705958.877649,416009.4125370001
1672552260,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,457851.233571,271134.48257600004
1672552260,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,578847.6243849999,331797.766874
1672552320,_903a0e85-6a11-4b8e-82cf-163376df7764,A,709006.1263440001,417913.20767399995
1672552320,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,459838.787344,272355.961058
1672552320,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,581362.014055,333290.463427
1672552380,_903a0e85-6a11-4b8e-82cf-163376df7764,A,706256.216297,416201.85905299993
1672552380,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,458043.397377,271258.12696600007
1672552380,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,579089.929954,331948.9877490001
1672552440,_903a0e85-6a11-4b8e-82cf-163376df7764,A,702908.382901,414106.725381
1672552440,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,455861.059795,269913.6936020001
1672552440,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,576328.5089370001,330306.53893400007
1672552500,_903a0e85-6a11-4b8e-82cf-163376df7764,A,702388.54819,413782.519368
1672552500,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,455521.92570499994,269705.703925
1672552500,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,575899.000956,330052.599334
1672552560,_903a0e85-6a11-4b8e-82cf-163376df7764,A,708653.302436,417690.622904
1672552560,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,459609.19421799993,272213.149547
1672552560,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,581071.43275,333116.101554
1672552620,_903a0e85-6a11-4b8e-82cf-163376df7764,A,715660.211939,422066.386539
1672552620,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,464181.1816100001,275019.82492
1672552620,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,586857.433564,336545.047224
1672552680,_903a0e85-6a11-4b8e-82cf-163376df7764,A,717956.013317,423501.23420999997
1672552680,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,465679.303587,275939.928183
1672552680,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,588753.604732,337669.002252
1672552740,_903a0e85-6a11-4b8e-82cf-163376df7764,A,716840.936595,422804.29020999995
1672552740,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,464951.654693,275493.003875
1672552740,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,587832.360488,337123.19621599995
1672552800,_903a0e85-6a11-4b8e-82cf-163376df7764,A,718787.691293,424021.13177
1672552800,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,466222.0287159999,276273.306637
1672552800,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,589440.476426,338076.26909899997
1672552860,_903a0e85-6a11-4b8e-82cf-163376df7764,A,721088.217427,425461.8915629999
1672552860,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,467722.707101,277197.18478599994
1672552860,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,591339.574306,339204.887222
1672552920,_903a0e85-6a11-4b8e-82cf-163376df7764,A,717021.883702,422933.7115130001
1672552920,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,465065.46728999994,275576.30898
1672552920,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,587976.2700669998,337224.322556
1672552980,_903a0e85-6a11-4b8e-82cf-163376df7764,A,718748.345776,424026.772434
1672552980,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,466188.4371229999,276277.56624899997
1672552980,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,589397.3337,338080.480756
1672553040,_903a0e85-6a11-4b8e-82cf-163376df7764,A,722707.407952,426511.72381899995
1672553040,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,468769.6676529999,277871.174274
1672553040,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,592662.764913,340027.58042
1672553100,_903a0e85-6a11-4b8e-82cf-163376df7764,A,720485.049811,425142.75567700004
1672553100,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,467313.868775,276993.873879
1672553100,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,590819.625727,338955.292394
1672553160,_903a0e85-6a11-4b8e-82cf-163376df7764,A,727103.917339,429299.97755300003
1672553160,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,471629.28541000007,279659.5475
1672553160,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,596280.007769,342211.62265
1672553220,_903a0e85-6a11-4b8e-82cf-163376df7764,A,726484.086543,428907.435822
1672553220,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,471225.9596190001,279407.756917
1672553220,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,595769.820883,341904.1014890001
1672553280,_903a0e85-6a11-4b8e-82cf-163376df7764,A,725366.61804,428210.34852700005
1672553280,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,470496.032068,278960.96229000005
1672553280,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,594845.6969629999,341358.365838
1672553340,_903a0e85-6a11-4b8e-82cf-163376df7764,A,725011.126728,428004.145
1672553340,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,470259.765079,278829.136953
1672553340,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,594546.2261489999,341196.84888199996
1672553400,_903a0e85-6a11-4b8e-82cf-163376df7764,A,734001.410469,433606.09419100004
1672553400,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,476134.96745099995,282419.127968
1672553400,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,601983.026778,345582.97630299994
1672553460,_903a0e85-6a11-4b8e-82cf-163376df7764,A,738774.8419560001,436587.062773
1672553460,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,479253.958546,284328.908686
1672553460,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,605931.324724,347915.946475
1672553520,_903a0e85-6a11-4b8e-82cf-163376df7764,A,728604.830654,430200.464077
